emp_no,birth_date,first_name,last_name,gender,hire_date
11201,20/05/1952,Jouko,Masaki,M,31/10/1995
11202,01/11/1964,Marek,Ranon,F,17/02/1985
11203,24/06/1952,Sakthirel,Yetto,M,06/01/1988
11204,15/12/1955,Diederik,Covnot,M,18/09/1985
11205,05/02/1962,Tayeb,Ebeling,M,23/08/1993
11206,14/07/1954,Steen,Sury,M,07/05/1993
11207,14/08/1955,Saeed,Gips,F,09/11/1987
11208,29/05/1952,Saniya,Valtorta,F,26/08/1988
11209,25/06/1964,Xuejun,Penn,M,06/09/1997
11210,27/09/1957,Kamakshi,Decaestecker,M,27/02/1986
11211,11/12/1952,Yurij,Rissland,M,17/09/1985
11212,10/08/1961,Teruyuki,Peternell,M,16/10/1985
11213,19/10/1955,Vugranam,Munoz,F,17/06/1998
11214,03/03/1961,Elgin,Ibel,F,25/11/1991
11215,30/03/1959,Rimon,Sury,F,17/10/1992
11216,22/02/1963,Utz,Perng,M,11/06/1991
11217,01/07/1954,Kellie,Mawatari,M,22/09/1987
11218,03/06/1953,Kirk,Hemaspaandra,M,06/04/1994
11219,20/05/1956,Youpyo,Heuter,M,08/01/1991
11220,25/06/1962,Sahrah,Figueira,F,24/11/1989
11221,29/11/1953,Alselm,Hammerschmidt,M,22/08/1989
11222,01/09/1956,Yishai,Neimat,M,11/11/1988
11223,10/11/1958,Weicheng,Crelier,M,16/05/1985
11224,12/11/1959,Hugo,Mitzlaff,F,01/05/1988
11225,25/04/1963,Maria,Schicker,M,11/09/1990
11226,18/05/1961,Margareta,Akiyama,F,13/07/1986
11227,31/01/1956,Dayanand,Figueira,M,08/03/1985
11228,26/12/1956,Utz,Puoti,F,19/03/1987
11229,20/10/1953,Gretta,Ramamoorthy,M,26/07/1991
11230,28/12/1956,Yakichi,Tzvieli,M,06/12/1990
11231,28/01/1959,Marit,Narwekar,F,07/04/1988
11232,03/09/1955,Hidefumi,Crelier,M,02/02/1988
11233,08/05/1952,Sanjit,Waschkowski,F,17/06/1991
11234,17/06/1961,Tooru,Vingron,M,21/08/1990
11235,13/11/1964,Larisa,Schueller,F,31/05/1988
11236,27/01/1963,Marek,Orlowska,M,24/03/1994
11237,21/03/1964,Brendon,Salinas,M,30/03/1986
11238,28/12/1962,Kwan,Chenoweth,M,24/09/1988
11239,27/02/1957,Gurbir,Kenevan,F,25/06/1985
11240,12/08/1955,Kiam,Condotta,M,11/11/1988
11241,23/09/1956,Yolla,Clemencon,M,12/08/1997
11242,27/12/1958,Jinya,Camurati,F,30/04/1989
11243,14/06/1955,Udi,Desikan,F,08/12/1994
11244,20/08/1959,Navin,Restivo,F,08/06/1985
11245,24/03/1960,Jaideep,Pews,F,25/11/1994
11246,16/11/1964,Maik,Reinhart,M,14/01/1992
11247,12/01/1958,Ranga,Rebaine,M,05/02/1993
11248,08/11/1956,Uinam,Tsukuda,M,03/02/1997
11249,01/10/1954,Randi,Cyre,M,29/08/1985
11250,15/08/1957,Sverrir,Cusworth,M,30/06/1992
11251,16/10/1955,Bezalel,Chinal,M,26/11/1985
11252,04/11/1959,Rutger,Dulin,M,15/01/1986
11253,11/09/1952,Koldo,Pokrovskii,M,22/05/1992
11254,14/12/1954,Danel,Rindone,F,19/12/1998
11255,25/11/1957,Ortrud,Karunanithi,F,08/10/1986
11256,06/06/1960,Gudjon,Ratzlaff,M,25/09/1986
11257,19/06/1958,Weidon,Pews,F,12/12/1986
11258,12/10/1953,Aris,Maccarone,F,28/03/1991
11259,13/01/1960,Amalendu,Gronowski,M,26/12/1986
11260,11/06/1963,Ingemar,Schade,M,29/09/1993
11261,05/09/1963,Claudi,Demri,F,06/12/1987
11262,24/12/1962,Bokyung,Melski,M,30/04/1994
11263,09/09/1961,Kwangjo,Fiebach,M,15/08/1989
11264,15/03/1964,Uma,Oehlmann,F,09/10/1986
11265,07/04/1962,Marco,DasSarma,M,01/05/1987
11266,09/08/1955,Florina,Rohrbach,M,04/04/1995
11267,18/10/1955,Shaunak,Zaumen,M,14/06/1989
11268,14/05/1954,Aimee,Petersohn,F,17/05/1985
11269,02/04/1962,Garnik,Slutz,M,22/11/1992
11270,10/10/1962,Gina,Falster,M,28/09/1988
11271,01/09/1959,Hidde,Rajaraman,F,16/01/1987
11272,23/12/1961,Frederique,Molenkamp,M,05/07/1987
11273,12/09/1961,Make,Guting,F,07/10/1987
11274,08/09/1954,Masanao,Nicolson,F,08/10/1989
11275,18/10/1955,Hitomi,Eppinger,F,26/05/1987
11276,10/03/1957,Yunming,Cappelletti,M,12/03/1988
11277,17/09/1961,Munehiro,Ritcey,M,18/01/1990
11278,15/12/1956,Sumali,Juneja,M,22/04/1986
11279,05/12/1960,Masanao,Ranft,M,01/08/1989
11280,04/01/1964,Lillian,Restivo,F,07/08/1989
11281,14/01/1959,Vincent,Brookner,M,03/02/1988
11282,31/01/1964,Josyula,Schaad,M,11/02/1991
11283,25/02/1964,Shmuel,Codenie,M,30/06/1987
11284,25/03/1961,Bernice,Felcyn,M,25/04/1985
11285,23/02/1962,Randy,Koshino,M,03/03/1997
11286,04/12/1964,Joydip,Gini,F,16/02/1988
11287,16/08/1963,Sreenivas,Farrag,M,12/08/1987
11288,23/03/1953,Domenico,Eastman,F,22/01/1989
11289,20/03/1953,Chuanti,Cherinka,M,22/02/1989
11290,07/05/1953,Visit,Dredge,M,08/09/1985
11291,01/11/1953,Gino,Glowinski,M,20/10/1985
11292,18/05/1953,Souichi,Sichman,F,11/02/1989
11293,12/10/1958,Naftali,Birge,F,08/08/1992
11294,11/06/1954,Tru,Segond,F,13/06/1989
11295,03/02/1953,Abdelkader,Lanzelotte,M,15/05/1985
11296,24/12/1954,Hironobu,Kenevan,M,26/09/1989
11297,19/03/1954,Geraldo,Levergood,M,04/12/1990
11298,08/08/1956,Jiong,Alvarado,M,13/12/1991
11299,06/02/1961,Christfried,Tokunaga,M,27/04/1985
11300,14/12/1952,Lillian,Fontet,M,10/09/1992
11301,19/08/1953,Mingzeng,Oxenboll,F,23/05/1989
11302,20/06/1955,Shem,Senzako,M,01/07/1991
11303,27/04/1957,Jaewoo,Usery,M,05/11/1986
11304,01/03/1959,Rajmohan,Azadmanesh,F,10/09/1991
11305,22/12/1960,Augustine,Schwabacher,F,11/04/1986
11306,01/11/1956,Subhankar,Reeken,M,20/11/1996
11307,08/11/1963,Mohd,Dratva,M,24/03/1986
11308,23/02/1958,Tadahiro,Tibblin,F,07/08/1986
11309,28/05/1963,Caolyn,Ranai,M,24/01/1994
11310,01/02/1961,Jianhua,Swab,M,24/11/1991
11311,28/04/1958,Hyuckchul,Bahk,F,15/12/1994
11312,24/11/1956,Shih,Terlouw,F,23/01/1994
11313,21/06/1962,Paraskevi,Kusalik,M,28/02/1986
11314,28/12/1958,Vasiliy,Jenevein,F,10/04/1990
11315,21/04/1955,Neven,Meriste,M,17/07/1999
11316,02/11/1963,Ult,Farrar,F,18/07/1997
11317,24/07/1954,Shigeaki,Hagimont,F,21/12/1989
11318,09/09/1964,Gopalakrishnan,Unno,F,25/01/1986
11319,05/06/1955,Pranas,Marrakchi,F,03/10/1986
11320,13/04/1954,Atilio,McAlpine,M,24/11/1987
11321,25/06/1959,Heping,Fontan,M,18/03/1995
11322,19/07/1952,Nathalie,Pocchiola,F,08/02/1985
11323,24/05/1964,Hyuckchul,Pfau,M,13/02/1995
11324,16/11/1953,Kauko,Billingsley,F,29/08/1985
11325,06/02/1952,Samphel,Rossi,F,10/01/1999
11326,15/09/1952,Munenori,Plesums,F,19/02/1990
11327,20/07/1959,Irena,Krohm,M,02/05/1990
11328,13/10/1958,Xiong,Ferriere,M,08/08/1986
11329,01/03/1956,Limsoon,McConalogue,F,02/05/1987
11330,21/08/1961,Chriss,Adachi,M,28/06/1990
11331,15/10/1959,Kasturi,Fraisse,F,03/03/1987
11332,26/02/1956,Gunilla,Coney,M,27/09/1989
11333,19/06/1960,Heon,Slobodova,M,14/02/1988
11334,13/08/1961,Yurij,Vural,M,12/10/1986
11335,20/11/1960,Bernd,Plump,M,08/10/1991
11336,25/04/1963,Kazuhisa,Gewali,M,05/06/1998
11337,31/07/1964,Hercules,Brendel,F,20/11/1994
11338,03/11/1954,Kwangsub,Hanratty,M,14/04/1987
11339,05/06/1954,Flemming,Massonet,M,09/05/1987
11340,04/12/1952,Aris,Bala,M,11/09/1991
11341,13/07/1962,Heng,Ranka,M,22/03/1989
11342,29/12/1959,Xudong,Butner,M,03/02/1998
11343,10/09/1954,Susanne,Erez,M,27/02/1989
11344,31/01/1956,Paddy,Gulak,M,10/05/1990
11345,11/08/1964,Youngkon,Maierhofer,M,30/03/1985
11346,25/04/1962,Jungsoon,Fiebach,M,27/10/1988
11347,27/12/1954,Anneli,Jonsson,M,20/04/1986
11348,26/04/1962,Vishu,Kroll,F,17/05/1988
11349,05/09/1953,Yurii,Hammerschmidt,M,27/06/1992
11350,22/10/1956,Zito,Moehrke,M,21/07/1985
11351,01/01/1957,Kristina,Vasanthakumar,F,20/11/1998
11352,26/09/1961,Toney,Terekhov,M,25/11/1985
11353,30/01/1960,Utpal,Berztiss,M,25/08/1986
11354,01/11/1957,Tianruo,Stasinski,M,23/06/1987
11355,12/09/1962,Shim,Gecsei,M,29/11/1993
11356,31/12/1959,Hercules,Gerlach,M,26/10/1985
11357,25/05/1958,Radoslaw,Azevdeo,M,15/05/1993
11358,21/04/1960,Nevin,Petereit,F,02/06/1990
11359,04/07/1958,Subhrajyoti,Jayawardene,F,14/08/1989
11360,24/05/1953,Fen,Schach,M,12/01/1989
11361,07/12/1962,Zhonghui,Birdsall,M,03/08/1987
11362,24/11/1963,Tooru,Hockney,M,10/02/1985
11363,27/04/1962,Jenwei,Milicia,M,16/03/1986
11364,08/05/1963,Yucai,Oppitz,F,21/07/1989
11365,17/11/1953,Toshimi,Shinomoto,M,02/04/1988
11366,15/01/1961,Yinlin,Rajaraman,M,09/02/1993
11367,07/12/1962,Christophe,Slobodova,F,21/11/1989
11368,31/07/1959,Gino,Bail,M,06/01/1992
11369,01/10/1961,Alair,Camarinopoulos,F,05/08/1991
11370,21/12/1956,Marek,Erie,M,22/08/1989
11371,17/05/1956,Tadahiko,Masamoto,M,25/12/1988
11372,04/09/1953,Susanta,Vilarrasa,M,14/05/1993
11373,29/07/1953,Yongmao,Keohane,F,28/10/1989
11374,25/01/1960,Remzi,Matzat,F,12/12/1993
11375,13/08/1960,Dmitri,Noriega,M,27/05/1985
11376,10/03/1952,Valery,Suomi,M,14/03/1986
11377,26/01/1960,Dayanand,Rosti,F,18/10/1991
11378,30/07/1959,Masamitsu,Katiyar,F,03/01/1986
11379,14/10/1961,Guiseppe,Chenoweth,M,24/06/1994
11380,23/04/1952,Kenroku,Pelc,M,03/03/1988
11381,06/09/1960,Shir,Vural,M,12/08/1991
11382,04/04/1962,Akemi,Otillio,M,04/06/1991
11383,22/02/1964,Billur,Herbst,M,18/03/1992
11384,17/12/1962,Jaana,Veccia,F,03/06/1994
11385,04/03/1952,Shiv,Ullian,M,22/05/1988
11386,27/09/1954,Alselm,Assaf,F,30/11/1987
11387,18/07/1954,Jordanka,Kalloufi,M,11/05/1997
11388,03/08/1958,Rosine,Gerteisen,M,20/12/1985
11389,29/12/1959,Ronnie,Provine,M,14/01/1988
11390,22/03/1962,Masali,Ambroszkiewicz,M,19/12/1990
11391,26/03/1963,Jouko,Antonakopoulos,M,14/10/1994
11392,27/01/1956,Fatemeh,Reeken,M,12/02/1997
11393,17/05/1954,Junsik,Junot,M,30/04/1985
11394,02/01/1964,Masadi,Uhrik,M,20/12/1988
11395,04/03/1959,Nectarios,Chleq,M,20/06/1987
11396,06/02/1955,Anneke,Servieres,F,04/02/1997
11397,01/09/1963,Fumiya,Kisuki,F,12/12/1992
11398,30/05/1953,Oscar,Peir,M,23/08/1986
11399,02/04/1958,Luisa,Plotkin,M,09/02/1985
11400,28/11/1962,Sverrir,Walstra,M,09/02/1989
11401,20/12/1952,Huan,Merey,F,15/04/1995
11402,09/02/1957,Freyja,Brizzi,M,10/03/1985
11403,12/12/1962,Baocai,Soicher,M,03/08/1989
11404,15/09/1954,Bedrich,Borovoy,M,06/03/1987
11405,22/09/1960,Clyde,Kobuchi,F,14/04/1993
11406,11/04/1955,Eberhardt,Gini,F,13/03/1989
11407,11/01/1962,Thanasis,Thebaut,M,06/05/1991
11408,13/01/1961,Shahab,Serot,F,28/05/1995
11409,02/05/1958,Martial,Siepmann,F,23/11/1996
11410,27/11/1953,Gro,Vendrig,M,13/07/1997
11411,06/04/1962,Shigehito,Giaccio,F,17/05/1992
11412,25/02/1963,Werner,Demeyer,M,08/06/1987
11413,09/06/1961,Yannik,Murillo,M,04/05/1987
11414,08/08/1952,Eishiro,Pearson,M,02/01/1989
11415,29/10/1953,Sanjiv,Anido,M,03/03/1987
11416,18/12/1957,Zijian,Oxman,M,21/09/1987
11417,20/11/1954,Anneli,Cyne,M,15/05/1990
11418,21/03/1954,Satosi,Cooley,F,27/07/1991
11419,19/07/1957,Leaf,Terkki,M,13/04/1996
11420,30/04/1955,Tsutomu,Lalonde,F,31/01/1992
11421,07/11/1953,Josyula,Msuda,F,02/09/1986
11422,03/06/1956,Thanasis,Ghalwash,F,04/12/1990
11423,16/09/1954,Guangming,Kopetz,M,14/06/1993
11424,07/04/1963,Lein,Sudkamp,M,01/08/1989
11425,20/11/1955,Renee,Crelier,M,27/08/1990
11426,01/09/1958,Shuky,Schwartzbauer,M,02/07/1987
11427,15/08/1963,Haldun,Iisaka,F,25/02/1994
11428,08/07/1953,Remco,Reinhart,M,31/07/1994
11429,22/02/1957,Nagui,Kaminger,M,16/10/1986
11430,23/01/1957,Georgi,Klassen,M,27/02/1996
11431,05/08/1954,Youngkon,Picht,M,16/09/1985
11432,15/01/1965,Yongmao,Zwicker,M,19/10/1987
11433,31/03/1959,Chiranjit,Cairo,M,13/01/1988
11434,14/09/1956,Prodip,Brendel,M,18/10/1992
11435,29/05/1962,Utpal,Lichtman,M,15/10/1986
11436,25/02/1961,Christfried,Lindqvist,M,29/08/1995
11437,18/07/1956,Supot,Vidya,M,12/08/1991
11438,09/04/1959,Morris,Heping,M,17/11/1994
11439,29/09/1957,Fei,Wendorf,M,27/07/1995
11440,07/12/1964,Lubomir,Jahnichen,M,06/11/1987
11441,16/11/1954,Marlo,Aingworth,M,27/03/1987
11442,01/05/1956,Leucio,Rindone,F,22/06/1987
11443,30/05/1962,Szabolcs,Nivat,M,15/08/1989
11444,17/11/1963,Sangeeta,Leuchs,M,01/01/1992
11445,02/01/1963,Lijie,Denny,M,25/04/1997
11446,20/06/1954,Naftali,Narahara,M,09/02/1989
11447,23/07/1961,Rasiah,Billawala,M,18/09/1985
11448,19/01/1960,Yolla,Biron,M,26/08/1995
11449,30/03/1955,Kotesh,Asser,M,27/08/1986
11450,12/04/1964,Wanqing,Glinert,M,04/06/1987
11451,05/05/1955,Eben,Rajaraman,M,20/05/1990
11452,16/01/1953,Shigehito,Luby,F,26/08/1993
11453,18/11/1962,Fei,Lakshmanan,M,13/07/1990
11454,07/08/1961,Yolla,Zedlitz,M,02/01/1990
11455,13/10/1959,Jianhui,Wolniewicz,M,14/08/1994
11456,21/07/1958,Anyuan,Seuren,F,05/12/1998
11457,06/02/1959,Marl,Vesna,M,10/02/1991
11458,09/08/1958,Stevo,Chenoweth,F,06/10/1985
11459,14/10/1953,Duke,Suomi,M,03/05/1986
11460,19/11/1955,Mana,Maraist,M,14/03/1992
11461,18/04/1955,Kish,Cronau,M,19/08/1986
11462,28/01/1959,Chikara,Maginnis,M,27/04/1990
11463,06/08/1960,Rajmohan,Kamber,F,17/05/1992
11464,22/10/1962,Boutros,Simkin,M,30/05/1992
11465,21/08/1956,Tomoyuki,Porenta,M,14/07/1985
11466,04/01/1964,Naftali,Koshino,F,03/05/1986
11467,21/11/1958,Seshu,Bazelow,F,16/06/1993
11468,02/12/1955,Navin,Maksimenko,F,19/03/1996
11469,01/12/1952,Guttorm,Giaccio,M,23/05/1988
11470,11/10/1962,Khalid,Michaels,M,26/11/1991
11471,24/03/1961,Subhada,Champarnaud,F,26/04/1987
11472,18/04/1961,Constantino,Ghandeharizadeh,M,30/04/1990
11473,27/06/1957,Jiakeng,Eugenio,M,19/11/1986
11474,17/04/1953,Gennady,Akazan,M,26/07/1990
11475,25/04/1957,Dekang,Siegrist,F,04/08/1997
11476,20/06/1954,Manton,Yoshizawa,F,15/01/1994
11477,15/05/1955,Fox,Narahari,M,10/09/1985
11478,18/03/1962,Nidapan,Ginneken,M,29/08/1993
11479,02/12/1953,Shridhar,Pleszkun,M,23/08/1998
11480,13/09/1960,Masoud,Itschner,F,13/03/1990
11481,17/04/1961,Sven,Schrooten,M,03/11/1986
11482,16/10/1964,Uri,Deverell,F,03/04/1991
11483,30/01/1959,Zine,Mateescu,M,02/12/1993
11484,08/04/1959,Holgard,Siepmann,M,22/01/1995
11485,27/06/1959,Nahid,Khalil,M,04/10/1991
11486,05/03/1963,Itzchak,Ramaiah,M,31/05/1985
11487,11/07/1963,Arumugam,Cairo,M,09/07/1993
11488,18/11/1962,Houman,Veldwijk,M,25/08/1987
11489,12/11/1962,Sandeepan,Yeung,M,13/01/1988
11490,10/09/1957,Bedir,Osgood,M,28/04/1990
11491,13/12/1960,Maha,Matteis,M,08/11/1988
11492,02/07/1962,Menkae,Mikschl,F,15/03/1994
11493,13/02/1957,Shen,Sevcikova,M,22/07/1995
11494,27/07/1959,Neelam,Kabayashi,F,14/02/1991
11495,02/01/1964,Shin,Barriga,M,13/09/1989
11496,20/08/1963,Toshimo,Marakhovsky,F,14/04/1986
11497,20/01/1957,Bodh,Brodie,F,30/04/1992
11498,21/07/1957,Shigenori,Rabehasaina,M,19/01/1994
11499,02/07/1957,Peternela,Chartres,F,08/03/1989
11500,06/11/1960,Ranan,Weedon,M,07/05/1991
11501,26/03/1952,Karsten,Ranum,F,14/12/1988
11502,24/03/1959,Zhaofang,Cochrane,M,04/06/1991
11503,01/08/1953,Nathan,Picht,F,25/01/1993
11504,16/06/1962,Saeed,Ananiadou,F,30/09/1990
11505,15/11/1963,Shietung,Billingsley,M,22/12/1988
11506,16/06/1955,Rance,Picel,F,01/07/1986
11507,27/01/1956,Kristian,Cangellaris,M,19/05/1994
11508,03/05/1956,Ronnie,Ritcey,F,12/04/1988
11509,18/06/1954,Aleksander,Feldhoffer,M,12/11/1987
11510,12/11/1957,Masamitsu,Wursthorn,M,28/07/1996
11511,02/06/1964,Arlette,Mikschl,M,06/09/1991
11512,24/09/1962,Nidapan,Hagimont,F,01/09/1987
11513,16/07/1954,Otmar,Mahnke,M,27/03/1986
11514,17/08/1963,Georgy,Iwayama,M,30/07/1988
11515,03/03/1955,Ulf,Basawa,F,27/02/1986
11516,06/01/1958,Hironoby,Sethi,M,26/07/1992
11517,27/05/1961,Hatem,Raczkowsky,F,09/10/1986
11518,21/07/1953,Jinxi,Oxman,M,03/07/1985
11519,26/11/1954,Halsur,Chinen,F,09/11/1989
11520,01/01/1958,Pranas,Jervis,F,20/11/1991
11521,14/06/1952,Eldridge,Eastman,F,17/10/1995
11522,24/05/1957,Yishay,Peris,M,26/10/1991
11523,25/01/1953,Yuguang,Pezzoli,F,23/12/1992
11524,26/10/1955,Xiadong,Standera,M,20/09/1988
11525,14/04/1958,Tadahiro,Huttel,M,03/11/1988
11526,19/04/1954,Tonny,Impagliazzo,M,23/02/1992
11527,06/02/1952,Alagu,Boyle,M,03/07/1988
11528,26/04/1955,Zito,Dolinsky,M,15/06/1987
11529,03/04/1962,Heejo,Langford,M,04/03/1988
11530,14/11/1956,Oscar,Jarecki,M,10/06/1985
11531,08/09/1952,Radhika,Motley,M,27/02/1990
11532,01/03/1958,Shahab,Cromarty,M,01/12/1991
11533,30/10/1953,Vitaly,Lorch,M,20/08/1991
11534,23/08/1960,Surveyors,Besancenot,M,19/11/1988
11535,08/11/1956,Aemilian,Ohori,F,09/07/1988
11536,07/10/1959,Mahmut,Pintelas,F,06/09/1991
11537,29/06/1955,DAIDA,Pehl,M,06/07/1986
11538,29/09/1958,Dekang,Bage,M,24/03/1987
11539,17/12/1957,Yechiam,Zaumen,M,15/05/1993
11540,26/01/1954,Chanjung,Portugali,M,09/02/1993
11541,25/05/1957,Chinhyun,Coombs,F,05/04/1990
11542,11/05/1960,Maia,Kawashima,M,20/06/1985
11543,21/07/1959,Takahiro,Krohm,M,01/04/1987
11544,05/09/1964,Elzbieta,Thimonier,F,02/03/1993
11545,01/08/1962,Bartek,Lieblein,F,19/09/1986
11546,22/12/1964,Duro,Vuskovic,M,30/06/1987
11547,30/03/1960,Kyoichi,Flexer,F,18/01/1991
11548,13/11/1962,Nahid,Leuchs,M,16/05/1986
11549,25/09/1961,Guoxiang,Juneja,M,06/05/1985
11550,27/08/1962,Divine,Georgakopoulos,M,16/12/1997
11551,28/08/1962,Subhrajyoti,Gonthier,M,21/04/1985
11552,11/03/1956,Tommaso,Ferretti,M,01/11/1989
11553,14/01/1960,Toshimitsu,Aloia,M,21/01/1991
11554,28/05/1955,Subhash,Taubenfeld,M,17/10/1988
11555,05/08/1955,Kotesh,Perfilyeva,M,14/10/1986
11556,20/10/1960,Masasuke,Hashii,M,02/06/1989
11557,22/12/1959,Candido,Pesch,F,18/08/1998
11558,20/06/1959,Sungwon,Hofting,M,18/09/1996
11559,08/06/1961,Jaihie,Nollmann,F,17/12/1990
11560,22/01/1957,Terresa,Birta,F,07/02/1989
11561,25/02/1960,Akeno,McAffer,M,26/12/1989
11562,22/06/1953,Rimli,Alencar,M,30/06/1988
11563,05/11/1958,Teruyuki,Tetzlaff,M,10/12/1988
11564,15/02/1958,Sastry,Verspoor,M,12/10/1989
11565,02/09/1963,Yoshinari,Sankaranarayanan,M,03/02/1988
11566,07/10/1964,Martina,Quittner,M,08/04/1989
11567,06/07/1954,Teiji,Mitzlaff,M,03/02/1988
11568,01/12/1955,Martins,Fujisaki,M,28/07/1987
11569,29/08/1959,Kasidit,Geffroy,F,06/10/1986
11570,12/08/1960,Mayumi,Uchoa,M,07/10/1988
11571,11/11/1957,Jinpo,Takkinen,F,15/02/1986
11572,01/06/1957,Vidya,Quittner,M,28/02/1985
11573,18/12/1952,Pranas,Hutton,F,04/02/1990
11574,07/12/1960,Candida,Tyugu,M,15/06/1988
11575,22/02/1955,Godehard,Plotkin,F,19/12/1991
11576,20/06/1961,Lakshmi,Demizu,M,25/11/1986
11577,11/01/1953,Mayumi,Deyuan,M,23/09/1992
11578,22/12/1953,Edwin,Rosti,F,22/11/1985
11579,01/06/1962,Jinxi,Merel,F,25/04/1988
11580,05/04/1956,Chanjung,Tanemo,M,06/07/1985
11581,12/04/1953,Patricio,Rosenbaum,F,13/11/1992
11582,21/08/1961,Willard,Baar,M,08/04/1990
11583,06/06/1964,Margo,Domenig,M,09/06/1986
11584,20/03/1956,Pradeep,Waymire,F,20/06/1985
11585,28/05/1959,Chaitali,Vandervoorde,M,13/10/1994
11586,02/08/1963,Shridhar,Orsini,M,09/09/1997
11587,04/07/1954,Shem,Zambonelli,M,24/04/1989
11588,20/07/1952,Kaijung,Panangaden,M,13/10/1986
11589,10/01/1955,Gina,Plessier,F,23/02/1994
11590,12/10/1961,Adel,Eppinger,M,26/06/1997
11591,03/10/1961,Kiyomitsu,Lindqvist,M,07/01/1986
11592,21/09/1956,Hilary,Nishimukai,M,14/12/1991
11593,04/05/1963,Eckart,Gunderson,M,02/11/1989
11594,30/01/1962,Pradeep,Butner,M,28/05/1991
11595,26/02/1953,Takanari,Kamber,M,23/01/1992
11596,22/12/1952,Yannik,Gunderson,F,21/11/1993
11597,10/04/1955,Yongdong,Talmon,M,01/02/1990
11598,07/06/1964,Sariel,Ertl,M,02/04/1994
11599,23/03/1958,Deniz,Ashish,M,13/03/1989
11600,18/07/1961,Yurij,Pardalos,M,30/04/1987
11601,17/11/1958,Erez,Ritzmann,M,07/04/1990
11602,09/08/1953,Somnath,Malabarba,M,21/06/1993
11603,07/12/1954,Herb,Swen,F,13/04/1985
11604,11/07/1962,Deborah,Baar,M,11/12/1990
11605,26/05/1961,Arno,Genther,M,22/05/1987
11606,05/11/1952,Perry,Pepe,M,07/01/1994
11607,03/12/1953,Tomokazu,Foong,F,12/09/1987
11608,17/04/1961,Jagoda,Jonsson,F,19/04/1987
11609,27/08/1964,Sigeru,Marrakchi,M,03/08/1991
11610,17/07/1962,Eirik,Sidhu,M,18/10/1985
11611,24/09/1956,Annemarie,Mateescu,F,02/12/1986
11612,15/01/1962,Siamak,Baar,F,10/12/1990
11613,06/02/1956,Lijia,Marchesini,M,19/12/1986
11614,06/12/1964,Moni,Peha,M,08/03/1986
11615,05/03/1955,Shem,Isaak,F,13/09/1988
11616,12/07/1954,Zhilian,Brendel,F,15/01/1991
11617,04/12/1958,Masaki,Peroz,F,29/06/1987
11618,08/02/1964,Gian,Juneja,F,14/01/1991
11619,14/08/1958,Taiji,Ozeki,F,01/09/1992
11620,24/02/1962,Kwangho,Gadepally,M,16/10/1985
11621,23/04/1956,Ottavia,Baaleh,M,17/11/1986
11622,14/10/1962,Moon,Ginneken,M,09/11/1990
11623,18/03/1964,Becky,Jullig,M,05/03/1990
11624,16/05/1955,Adil,Gammage,M,05/04/1988
11625,10/11/1959,Kokou,Hemaspaandra,F,11/09/1988
11626,31/01/1958,Shim,Ducloy,M,10/07/1987
11627,24/09/1964,Zeljko,Schreiter,M,01/11/1991
11628,14/02/1952,Fan,Malinowski,M,23/10/1988
11629,05/12/1963,Miquel,Muhlberg,M,05/03/1988
11630,21/03/1960,Heekeun,Ballarin,M,15/12/1996
11631,18/11/1960,Kristin,Malinowski,M,14/04/1992
11632,15/01/1956,Baoqiu,Bach,M,29/12/1990
11633,09/06/1959,Kazuyasu,Teitelbaum,F,27/08/1991
11634,19/02/1961,Turgut,Fraisse,M,25/08/1994
11635,13/07/1964,Nalini,Mahnke,F,13/10/1989
11636,16/06/1955,Fumitaka,Shiratori,M,16/11/1992
11637,09/05/1960,Sangeeta,Melton,M,15/04/1987
11638,28/04/1964,JoAnne,Falco,M,30/03/1986
11639,02/05/1964,Khatoun,Herath,M,18/02/1987
11640,06/10/1953,Valeri,Coorg,M,18/01/1987
11641,13/10/1955,Chikako,Rothenberg,M,01/07/1990
11642,23/06/1956,Dmitri,Verhoeff,M,01/12/1991
11643,09/12/1957,Gila,Redmiles,M,17/12/1993
11644,08/04/1952,Sanjit,Zaiane,F,28/01/1991
11645,21/04/1957,Olivera,Setia,M,10/06/1985
11646,22/06/1953,Lobel,Rubsam,M,11/06/1992
11647,13/10/1953,Magy,Nitsche,M,11/05/1988
11648,26/09/1959,Gill,Ponthieu,M,15/02/1992
11649,07/10/1954,Shen,Bernardinello,F,05/02/1991
11650,16/11/1959,Arra,Luiz,M,13/01/1994
11651,13/02/1961,Guoxiang,Giveon,M,09/08/1987
11652,20/10/1964,Jeanne,Beutelspacher,F,07/06/1988
11653,06/05/1963,Mohammed,Ananiadou,F,26/02/1993
11654,04/06/1961,Jianhui,Zwicker,M,24/12/1988
11655,28/10/1963,Gift,Broomell,M,05/03/1985
11656,08/01/1963,Aimee,Muniz,F,10/03/1992
11657,01/04/1958,Gou,Bazzichi,F,19/03/1989
11658,13/04/1961,Hongzue,Streng,M,03/01/1992
11659,08/12/1958,Tremaine,Pileggi,M,31/08/1988
11660,19/07/1955,Gill,Stenning,F,22/11/1986
11661,05/02/1963,Candida,Moffat,M,24/08/1995
11662,25/04/1963,Mokhtar,Hofting,M,05/10/1985
11663,08/11/1957,Maria,Trumbly,F,11/09/1987
11664,27/08/1955,Oksana,Brizzi,F,07/09/1990
11665,04/04/1959,Fai,Linnainmaa,M,01/05/1989
11666,10/07/1959,Uno,Chimia,M,21/02/1985
